date,time1,time2,duration,transfer,flight_number1,flight_number2,left_date,country,price
11월 01일,9:15,13:15,6시간 0분,,KE657,,1,bangkok,"최저 647,800 원"
11월 01일,13:15,17:20,6시간 10분,,KE651,,1,bangkok,"최저 809,800 원"
11월 01일,17:20,21:30,6시간 10분,,KE659,,1,bangkok,"최저 707,800 원"
11월 02일,9:15,13:15,6시간 0분,,KE657,,2,bangkok,"최저 895,500 원"
11월 02일,13:15,17:20,6시간 10분,,KE651,,2,bangkok,"최저 895,500 원"
11월 02일,17:20,21:30,6시간 10분,,KE659,,2,bangkok,매진
11월 03일,9:15,13:15,6시간 0분,,KE657,,3,bangkok,"최저 895,500 원"
11월 03일,13:15,17:20,6시간 10분,,KE651,,3,bangkok,"최저 809,800 원"
11월 03일,17:20,21:30,6시간 10분,,KE659,,3,bangkok,"최저 895,500 원"
11월 04일,9:15,13:15,6시간 0분,,KE657,,4,bangkok,"최저 707,800 원"
11월 04일,13:15,17:20,6시간 10분,,KE651,,4,bangkok,"최저 707,800 원"
11월 04일,17:20,21:30,6시간 10분,,KE659,,4,bangkok,"최저 895,500 원"
11월 05일,9:15,13:15,6시간 0분,,KE657,,5,bangkok,"최저 647,800 원"
11월 05일,13:15,17:20,6시간 10분,,KE651,,5,bangkok,"최저 527,800 원"
11월 05일,17:20,21:30,6시간 10분,,KE659,,5,bangkok,"최저 895,500 원"
11월 06일,9:15,13:15,6시간 0분,,KE657,,6,bangkok,"최저 809,800 원"
11월 06일,13:15,17:20,6시간 10분,,KE651,,6,bangkok,"최저 809,800 원"
11월 06일,17:20,21:30,6시간 10분,,KE659,,6,bangkok,"최저 809,800 원"
11월 07일,9:15,13:15,6시간 0분,,KE657,,7,bangkok,"최저 895,500 원"
11월 07일,13:15,17:20,6시간 10분,,KE651,,7,bangkok,"최저 895,500 원"
11월 07일,17:20,21:30,6시간 10분,,KE659,,7,bangkok,"최저 809,800 원"
11월 08일,9:15,13:15,6시간 0분,,KE657,,8,bangkok,"최저 599,800 원"
11월 08일,13:15,17:20,6시간 10분,,KE651,,8,bangkok,"최저 647,800 원"
11월 08일,17:20,21:30,6시간 10분,,KE659,,8,bangkok,"최저 647,800 원"
11월 09일,9:15,13:15,6시간 0분,,KE657,,9,bangkok,"최저 647,800 원"
11월 09일,13:15,17:20,6시간 10분,,KE651,,9,bangkok,"최저 557,800 원"
11월 09일,17:20,21:30,6시간 10분,,KE659,,9,bangkok,"최저 647,800 원"
11월 10일,9:15,13:15,6시간 0분,,KE657,,10,bangkok,"최저 599,800 원"
11월 10일,13:15,17:20,6시간 10분,,KE651,,10,bangkok,"최저 599,800 원"
11월 10일,17:20,21:30,6시간 10분,,KE659,,10,bangkok,"최저 895,500 원"
11월 11일,9:15,13:15,6시간 0분,,KE657,,11,bangkok,"최저 557,800 원"
11월 11일,13:15,17:20,6시간 10분,,KE651,,11,bangkok,"최저 527,800 원"
11월 11일,17:20,21:30,6시간 10분,,KE659,,11,bangkok,"최저 647,800 원"
11월 12일,9:15,13:15,6시간 0분,,KE657,,12,bangkok,"최저 557,800 원"
11월 12일,13:15,17:20,6시간 10분,,KE651,,12,bangkok,"최저 647,800 원"
11월 12일,17:20,21:30,6시간 10분,,KE659,,12,bangkok,"최저 895,500 원"
11월 13일,9:15,13:15,6시간 0분,,KE657,,13,bangkok,"최저 809,800 원"
11월 13일,13:15,17:20,6시간 10분,,KE651,,13,bangkok,"최저 647,800 원"
11월 13일,17:20,21:30,6시간 10분,,KE659,,13,bangkok,"최저 809,800 원"
11월 14일,9:15,13:15,6시간 0분,,KE657,,14,bangkok,"최저 895,500 원"
11월 14일,13:15,17:20,6시간 10분,,KE651,,14,bangkok,"최저 527,800 원"
11월 14일,17:20,21:30,6시간 10분,,KE659,,14,bangkok,"최저 599,800 원"
11월 15일,9:15,13:15,6시간 0분,,KE657,,15,bangkok,"최저 527,800 원"
11월 15일,13:15,17:20,6시간 10분,,KE651,,15,bangkok,"최저 527,800 원"
11월 15일,17:20,21:30,6시간 10분,,KE659,,15,bangkok,"최저 599,800 원"
11월 16일,9:15,13:15,6시간 0분,,KE657,,16,bangkok,"최저 527,800 원"
11월 16일,13:15,17:20,6시간 10분,,KE651,,16,bangkok,"최저 527,800 원"
11월 16일,17:20,21:30,6시간 10분,,KE659,,16,bangkok,"최저 527,800 원"
11월 17일,9:15,13:15,6시간 0분,,KE657,,17,bangkok,"최저 895,500 원"
11월 17일,13:15,17:20,6시간 10분,,KE651,,17,bangkok,"최저 557,800 원"
11월 17일,17:20,21:30,6시간 10분,,KE659,,17,bangkok,"최저 647,800 원"
11월 18일,9:15,13:15,6시간 0분,,KE657,,18,bangkok,"최저 647,800 원"
11월 18일,13:15,17:20,6시간 10분,,KE651,,18,bangkok,"최저 647,800 원"
11월 18일,17:20,21:30,6시간 10분,,KE659,,18,bangkok,"최저 647,800 원"
11월 19일,9:15,13:15,6시간 0분,,KE657,,19,bangkok,"최저 527,800 원"
11월 19일,13:15,17:20,6시간 10분,,KE651,,19,bangkok,"최저 527,800 원"
11월 19일,17:20,21:30,6시간 10분,,KE659,,19,bangkok,"최저 647,800 원"
11월 20일,9:15,13:15,6시간 0분,,KE657,,20,bangkok,"최저 599,800 원"
11월 20일,13:15,17:20,6시간 10분,,KE651,,20,bangkok,"최저 647,800 원"
11월 20일,17:20,21:30,6시간 10분,,KE659,,20,bangkok,"최저 599,800 원"
11월 21일,9:15,13:15,6시간 0분,,KE657,,21,bangkok,"최저 599,800 원"
11월 21일,13:15,17:20,6시간 10분,,KE651,,21,bangkok,"최저 557,800 원"
11월 21일,17:20,21:30,6시간 10분,,KE659,,21,bangkok,"최저 599,800 원"
11월 22일,9:15,13:15,6시간 0분,,KE657,,22,bangkok,"최저 527,800 원"
11월 22일,13:15,17:20,6시간 10분,,KE651,,22,bangkok,"최저 527,800 원"
11월 22일,17:20,21:30,6시간 10분,,KE659,,22,bangkok,"최저 527,800 원"
11월 23일,9:15,13:15,6시간 0분,,KE657,,23,bangkok,"최저 599,800 원"
11월 23일,13:15,17:20,6시간 10분,,KE651,,23,bangkok,"최저 527,800 원"
11월 23일,17:20,21:30,6시간 10분,,KE659,,23,bangkok,"최저 557,800 원"
11월 24일,9:15,13:15,6시간 0분,,KE657,,24,bangkok,"최저 647,800 원"
11월 24일,13:15,17:20,6시간 10분,,KE651,,24,bangkok,"최저 809,800 원"
11월 24일,17:20,21:30,6시간 10분,,KE659,,24,bangkok,"최저 557,800 원"
11월 25일,9:15,13:15,6시간 0분,,KE657,,25,bangkok,"최저 599,800 원"
11월 25일,13:15,17:20,6시간 10분,,KE651,,25,bangkok,"최저 527,800 원"
11월 25일,17:20,21:30,6시간 10분,,KE659,,25,bangkok,"최저 557,800 원"
11월 26일,9:15,13:15,6시간 0분,,KE657,,26,bangkok,"최저 527,800 원"
11월 26일,13:15,17:20,6시간 10분,,KE651,,26,bangkok,"최저 527,800 원"
11월 26일,17:20,21:30,6시간 10분,,KE659,,26,bangkok,"최저 599,800 원"
11월 27일,9:15,13:15,6시간 0분,,KE657,,27,bangkok,"최저 599,800 원"
11월 27일,13:15,17:20,6시간 10분,,KE651,,27,bangkok,"최저 527,800 원"
11월 27일,17:20,21:30,6시간 10분,,KE659,,27,bangkok,"최저 527,800 원"
11월 28일,9:15,13:15,6시간 0분,,KE657,,28,bangkok,"최저 895,500 원"
11월 28일,13:15,17:20,6시간 10분,,KE651,,28,bangkok,"최저 527,800 원"
11월 28일,17:20,21:30,6시간 10분,,KE659,,28,bangkok,"최저 557,800 원"
11월 29일,9:15,13:15,6시간 0분,,KE657,,29,bangkok,"최저 527,800 원"
11월 29일,13:15,17:20,6시간 10분,,KE651,,29,bangkok,"최저 527,800 원"
11월 29일,17:20,21:30,6시간 10분,,KE659,,29,bangkok,"최저 527,800 원"
11월 30일,9:15,13:15,6시간 0분,,KE657,,30,bangkok,"최저 527,800 원"
11월 30일,13:15,17:20,6시간 10분,,KE651,,30,bangkok,"최저 527,800 원"
11월 30일,17:20,21:30,6시간 10분,,KE659,,30,bangkok,"최저 599,800 원"
12월 01일,9:15,13:15,6시간 0분,,KE657,,31,bangkok,"최저 599,800 원"
12월 01일,13:15,17:20,6시간 10분,,KE651,,31,bangkok,"최저 527,800 원"
12월 01일,17:20,21:30,6시간 10분,,KE659,,31,bangkok,"최저 527,800 원"
12월 02일,9:15,13:15,6시간 0분,,KE657,,32,bangkok,"최저 557,800 원"
12월 02일,13:15,17:20,6시간 10분,,KE651,,32,bangkok,"최저 527,800 원"
12월 02일,17:20,21:30,6시간 10분,,KE659,,32,bangkok,"최저 527,800 원"
12월 03일,9:15,13:15,6시간 0분,,KE657,,33,bangkok,"최저 527,800 원"
12월 03일,13:15,17:20,6시간 10분,,KE651,,33,bangkok,"최저 527,800 원"
12월 03일,17:20,21:30,6시간 10분,,KE659,,33,bangkok,"최저 527,800 원"
12월 04일,9:15,13:15,6시간 0분,,KE657,,34,bangkok,"최저 557,800 원"
12월 04일,13:15,17:20,6시간 10분,,KE651,,34,bangkok,"최저 527,800 원"
12월 04일,17:20,21:30,6시간 10분,,KE659,,34,bangkok,"최저 527,800 원"
12월 05일,9:15,13:15,6시간 0분,,KE657,,35,bangkok,"최저 527,800 원"
12월 05일,13:15,17:20,6시간 10분,,KE651,,35,bangkok,"최저 527,800 원"
12월 05일,17:20,21:30,6시간 10분,,KE659,,35,bangkok,"최저 527,800 원"
12월 06일,9:15,13:15,6시간 0분,,KE657,,36,bangkok,"최저 527,800 원"
12월 06일,13:15,17:20,6시간 10분,,KE651,,36,bangkok,"최저 527,800 원"
12월 06일,17:20,21:30,6시간 10분,,KE659,,36,bangkok,"최저 527,800 원"
12월 07일,9:15,13:15,6시간 0분,,KE657,,37,bangkok,"최저 527,800 원"
12월 07일,13:15,17:20,6시간 10분,,KE651,,37,bangkok,"최저 527,800 원"
12월 07일,17:20,21:30,6시간 10분,,KE659,,37,bangkok,"최저 527,800 원"
12월 08일,9:15,13:15,6시간 0분,,KE657,,38,bangkok,"최저 557,800 원"
12월 08일,13:15,17:20,6시간 10분,,KE651,,38,bangkok,"최저 527,800 원"
12월 08일,17:20,21:30,6시간 10분,,KE659,,38,bangkok,"최저 527,800 원"
12월 09일,9:15,13:15,6시간 0분,,KE657,,39,bangkok,"최저 527,800 원"
12월 09일,13:15,17:20,6시간 10분,,KE651,,39,bangkok,"최저 527,800 원"
12월 09일,17:20,21:30,6시간 10분,,KE659,,39,bangkok,"최저 557,800 원"
12월 10일,9:15,13:15,6시간 0분,,KE657,,40,bangkok,"최저 527,800 원"
12월 10일,13:15,17:20,6시간 10분,,KE651,,40,bangkok,"최저 527,800 원"
12월 10일,17:20,21:30,6시간 10분,,KE659,,40,bangkok,"최저 527,800 원"
12월 11일,9:15,13:15,6시간 0분,,KE657,,41,bangkok,"최저 557,800 원"
12월 11일,13:15,17:20,6시간 10분,,KE651,,41,bangkok,"최저 527,800 원"
12월 11일,17:20,21:30,6시간 10분,,KE659,,41,bangkok,"최저 527,800 원"
12월 12일,9:15,13:15,6시간 0분,,KE657,,42,bangkok,"최저 647,800 원"
12월 12일,13:15,17:20,6시간 10분,,KE651,,42,bangkok,"최저 527,800 원"
12월 12일,17:20,21:30,6시간 10분,,KE659,,42,bangkok,"최저 527,800 원"
12월 13일,9:15,13:15,6시간 0분,,KE657,,43,bangkok,"최저 527,800 원"
12월 13일,13:15,17:20,6시간 10분,,KE651,,43,bangkok,"최저 527,800 원"
12월 13일,17:20,21:30,6시간 10분,,KE659,,43,bangkok,"최저 527,800 원"
12월 14일,9:15,13:15,6시간 0분,,KE657,,44,bangkok,"최저 527,800 원"
12월 14일,13:15,17:20,6시간 10분,,KE651,,44,bangkok,"최저 527,800 원"
12월 14일,17:20,21:30,6시간 10분,,KE659,,44,bangkok,"최저 707,800 원"
12월 15일,9:15,13:15,6시간 0분,,KE657,,45,bangkok,"최저 599,800 원"
12월 15일,13:15,17:20,6시간 10분,,KE651,,45,bangkok,"최저 527,800 원"
12월 15일,17:20,21:30,6시간 10분,,KE659,,45,bangkok,"최저 527,800 원"
12월 16일,9:15,13:15,6시간 0분,,KE657,,46,bangkok,"최저 527,800 원"
12월 16일,13:15,17:20,6시간 10분,,KE651,,46,bangkok,"최저 527,800 원"
12월 16일,17:20,21:30,6시간 10분,,KE659,,46,bangkok,"최저 527,800 원"
12월 17일,9:15,13:15,6시간 0분,,KE657,,47,bangkok,"최저 557,800 원"
12월 17일,13:15,17:20,6시간 10분,,KE651,,47,bangkok,"최저 527,800 원"
12월 17일,17:20,21:30,6시간 10분,,KE659,,47,bangkok,"최저 527,800 원"
12월 18일,9:15,13:15,6시간 0분,,KE657,,48,bangkok,"최저 557,800 원"
12월 18일,13:15,17:20,6시간 10분,,KE651,,48,bangkok,"최저 527,800 원"
12월 18일,17:20,21:30,6시간 10분,,KE659,,48,bangkok,"최저 527,800 원"
12월 19일,9:15,13:15,6시간 0분,,KE657,,49,bangkok,"최저 599,800 원"
12월 19일,13:15,17:20,6시간 10분,,KE651,,49,bangkok,"최저 527,800 원"
12월 19일,17:20,21:30,6시간 10분,,KE659,,49,bangkok,"최저 527,800 원"
12월 20일,9:15,13:15,6시간 0분,,KE657,,50,bangkok,"최저 527,800 원"
12월 20일,13:15,17:20,6시간 10분,,KE651,,50,bangkok,"최저 527,800 원"
12월 20일,17:20,21:30,6시간 10분,,KE659,,50,bangkok,"최저 527,800 원"
12월 21일,9:15,13:15,6시간 0분,,KE657,,51,bangkok,"최저 527,800 원"
12월 21일,13:15,17:20,6시간 10분,,KE651,,51,bangkok,"최저 527,800 원"
12월 21일,17:20,21:30,6시간 10분,,KE659,,51,bangkok,"최저 527,800 원"
12월 22일,9:15,13:15,6시간 0분,,KE657,,52,bangkok,"최저 593,800 원"
12월 22일,13:15,17:20,6시간 10분,,KE651,,52,bangkok,"최저 593,800 원"
12월 22일,17:20,21:30,6시간 10분,,KE659,,52,bangkok,"최저 593,800 원"
12월 23일,9:15,13:15,6시간 0분,,KE657,,53,bangkok,"최저 593,800 원"
12월 23일,13:15,17:20,6시간 10분,,KE651,,53,bangkok,"최저 665,800 원"
12월 23일,17:20,21:30,6시간 10분,,KE659,,53,bangkok,"최저 593,800 원"
12월 24일,9:15,13:15,6시간 0분,,KE657,,54,bangkok,"최저 665,800 원"
12월 24일,13:15,17:20,6시간 10분,,KE651,,54,bangkok,"최저 593,800 원"
12월 24일,17:20,21:30,6시간 10분,,KE659,,54,bangkok,"최저 593,800 원"
12월 25일,9:15,13:15,6시간 0분,,KE657,,55,bangkok,"최저 593,800 원"
12월 25일,13:15,17:20,6시간 10분,,KE651,,55,bangkok,"최저 593,800 원"
12월 25일,17:20,21:30,6시간 10분,,KE659,,55,bangkok,"최저 593,800 원"
12월 26일,9:15,13:15,6시간 0분,,KE657,,56,bangkok,"최저 737,800 원"
12월 26일,13:15,17:20,6시간 10분,,KE651,,56,bangkok,"최저 665,800 원"
12월 26일,17:20,21:30,6시간 10분,,KE659,,56,bangkok,"최저 737,800 원"
12월 27일,9:15,13:15,6시간 0분,,KE657,,57,bangkok,"최저 629,800 원"
12월 27일,13:15,17:20,6시간 10분,,KE651,,57,bangkok,"최저 629,800 원"
12월 27일,17:20,21:30,6시간 10분,,KE659,,57,bangkok,"최저 737,800 원"
12월 28일,9:15,13:15,6시간 0분,,KE657,,58,bangkok,"최저 665,800 원"
12월 28일,13:15,17:20,6시간 10분,,KE651,,58,bangkok,"최저 629,800 원"
12월 28일,17:20,21:30,6시간 10분,,KE659,,58,bangkok,"최저 737,800 원"
12월 29일,9:15,13:15,6시간 0분,,KE657,,59,bangkok,"최저 593,800 원"
12월 29일,13:15,17:20,6시간 10분,,KE651,,59,bangkok,"최저 737,800 원"
12월 29일,17:20,21:30,6시간 10분,,KE659,,59,bangkok,"최저 737,800 원"
12월 30일,9:15,13:15,6시간 0분,,KE657,,60,bangkok,"최저 629,800 원"
12월 30일,13:15,17:20,6시간 10분,,KE651,,60,bangkok,"최저 629,800 원"
12월 30일,17:20,21:30,6시간 10분,,KE659,,60,bangkok,"최저 629,800 원"
12월 31일,9:15,13:15,6시간 0분,,KE657,,61,bangkok,"최저 593,800 원"
12월 31일,13:15,17:20,6시간 10분,,KE651,,61,bangkok,"최저 593,800 원"
12월 31일,17:20,21:30,6시간 10분,,KE659,,61,bangkok,"최저 593,800 원"
01월 01일,9:15,13:15,6시간 0분,,KE657,,62,bangkok,"최저 593,800 원"
01월 01일,13:15,17:20,6시간 10분,,KE651,,62,bangkok,"최저 629,800 원"
01월 01일,17:20,21:30,6시간 10분,,KE659,,62,bangkok,"최저 629,800 원"
01월 02일,9:15,13:15,6시간 0분,,KE657,,63,bangkok,"최저 629,800 원"
01월 02일,13:15,17:20,6시간 10분,,KE651,,63,bangkok,"최저 629,800 원"
01월 02일,17:20,21:30,6시간 10분,,KE659,,63,bangkok,"최저 665,800 원"
01월 03일,9:15,13:15,6시간 0분,,KE657,,64,bangkok,"최저 737,800 원"
01월 03일,13:15,17:20,6시간 10분,,KE651,,64,bangkok,"최저 629,800 원"
01월 03일,17:20,21:30,6시간 10분,,KE659,,64,bangkok,"최저 629,800 원"
01월 04일,9:15,13:15,6시간 0분,,KE657,,65,bangkok,"최저 593,800 원"
01월 04일,13:15,17:20,6시간 10분,,KE651,,65,bangkok,"최저 593,800 원"
01월 04일,17:20,21:30,6시간 10분,,KE659,,65,bangkok,"최저 629,800 원"
01월 05일,9:15,13:15,6시간 0분,,KE657,,66,bangkok,"최저 737,800 원"
01월 05일,13:15,17:20,6시간 10분,,KE651,,66,bangkok,"최저 737,800 원"
01월 05일,17:20,21:30,6시간 10분,,KE659,,66,bangkok,"최저 665,800 원"
01월 06일,9:15,13:15,6시간 0분,,KE657,,67,bangkok,"최저 593,800 원"
01월 06일,13:15,17:20,6시간 10분,,KE651,,67,bangkok,"최저 593,800 원"
01월 06일,17:20,21:30,6시간 10분,,KE659,,67,bangkok,"최저 629,800 원"
01월 07일,9:15,13:15,6시간 0분,,KE657,,68,bangkok,"최저 593,800 원"
01월 07일,13:15,17:20,6시간 10분,,KE651,,68,bangkok,"최저 593,800 원"
01월 07일,17:20,21:30,6시간 10분,,KE659,,68,bangkok,"최저 629,800 원"
01월 08일,9:15,13:15,6시간 0분,,KE657,,69,bangkok,"최저 593,800 원"
01월 08일,13:15,17:20,6시간 10분,,KE651,,69,bangkok,"최저 593,800 원"
01월 08일,17:20,21:30,6시간 10분,,KE659,,69,bangkok,"최저 593,800 원"
01월 09일,9:15,13:15,6시간 0분,,KE657,,70,bangkok,"최저 737,800 원"
01월 09일,13:15,17:20,6시간 10분,,KE651,,70,bangkok,"최저 665,800 원"
01월 09일,17:20,21:30,6시간 10분,,KE659,,70,bangkok,"최저 593,800 원"
01월 10일,9:15,13:15,6시간 0분,,KE657,,71,bangkok,"최저 593,800 원"
01월 10일,13:15,17:20,6시간 10분,,KE651,,71,bangkok,"최저 593,800 원"
01월 10일,17:20,21:30,6시간 10분,,KE659,,71,bangkok,"최저 593,800 원"
01월 11일,9:15,13:15,6시간 0분,,KE657,,72,bangkok,"최저 797,800 원"
01월 11일,13:15,17:20,6시간 10분,,KE651,,72,bangkok,"최저 593,800 원"
01월 11일,17:20,21:30,6시간 10분,,KE659,,72,bangkok,"최저 593,800 원"
01월 12일,9:15,13:15,6시간 0분,,KE657,,73,bangkok,"최저 593,800 원"
01월 12일,13:15,17:20,6시간 10분,,KE651,,73,bangkok,"최저 737,800 원"
01월 12일,17:20,21:30,6시간 10분,,KE659,,73,bangkok,"최저 593,800 원"
01월 13일,9:15,13:15,6시간 0분,,KE657,,74,bangkok,"최저 593,800 원"
01월 13일,13:15,17:20,6시간 10분,,KE651,,74,bangkok,"최저 593,800 원"
01월 13일,17:20,21:30,6시간 10분,,KE659,,74,bangkok,"최저 593,800 원"
01월 14일,9:15,13:15,6시간 0분,,KE657,,75,bangkok,"최저 593,800 원"
01월 14일,13:15,17:20,6시간 10분,,KE651,,75,bangkok,"최저 593,800 원"
01월 14일,17:20,21:30,6시간 10분,,KE659,,75,bangkok,"최저 593,800 원"
01월 15일,9:15,13:15,6시간 0분,,KE657,,76,bangkok,"최저 593,800 원"
01월 15일,13:15,17:20,6시간 10분,,KE651,,76,bangkok,"최저 593,800 원"
01월 15일,17:20,21:30,6시간 10분,,KE659,,76,bangkok,"최저 593,800 원"
01월 16일,9:15,13:15,6시간 0분,,KE657,,77,bangkok,"최저 593,800 원"
01월 16일,13:15,17:20,6시간 10분,,KE651,,77,bangkok,"최저 593,800 원"
01월 16일,17:20,21:30,6시간 10분,,KE659,,77,bangkok,"최저 593,800 원"
01월 17일,9:15,13:15,6시간 0분,,KE657,,78,bangkok,"최저 593,800 원"
01월 17일,13:15,17:20,6시간 10분,,KE651,,78,bangkok,"최저 593,800 원"
01월 17일,17:20,21:30,6시간 10분,,KE659,,78,bangkok,"최저 593,800 원"
01월 18일,9:15,13:15,6시간 0분,,KE657,,79,bangkok,"최저 593,800 원"
01월 18일,13:15,17:20,6시간 10분,,KE651,,79,bangkok,"최저 593,800 원"
01월 18일,17:20,21:30,6시간 10분,,KE659,,79,bangkok,"최저 593,800 원"
01월 19일,9:15,13:15,6시간 0분,,KE657,,80,bangkok,"최저 629,800 원"
01월 19일,13:15,17:20,6시간 10분,,KE651,,80,bangkok,"최저 629,800 원"
01월 19일,17:20,21:30,6시간 10분,,KE659,,80,bangkok,"최저 593,800 원"
01월 20일,9:15,13:15,6시간 0분,,KE657,,81,bangkok,"최저 851,800 원"
01월 20일,13:15,17:20,6시간 10분,,KE651,,81,bangkok,"최저 851,800 원"
01월 20일,17:20,21:30,6시간 10분,,KE659,,81,bangkok,"최저 797,800 원"
01월 21일,9:15,13:15,6시간 0분,,KE657,,82,bangkok,"최저 895,500 원"
01월 21일,13:15,17:20,6시간 10분,,KE651,,82,bangkok,"최저 797,800 원"
01월 21일,17:20,21:30,6시간 10분,,KE659,,82,bangkok,"최저 629,800 원"
01월 22일,9:15,13:15,6시간 0분,,KE657,,83,bangkok,"최저 797,800 원"
01월 22일,13:15,17:20,6시간 10분,,KE651,,83,bangkok,"최저 593,800 원"
01월 22일,17:20,21:30,6시간 10분,,KE659,,83,bangkok,"최저 593,800 원"
01월 23일,9:15,13:15,6시간 0분,,KE657,,84,bangkok,"최저 593,800 원"
01월 23일,13:15,17:20,6시간 10분,,KE651,,84,bangkok,"최저 593,800 원"
01월 23일,17:20,21:30,6시간 10분,,KE659,,84,bangkok,"최저 593,800 원"
01월 24일,9:15,13:15,6시간 0분,,KE657,,85,bangkok,"최저 593,800 원"
01월 24일,13:15,17:20,6시간 10분,,KE651,,85,bangkok,"최저 593,800 원"
01월 24일,17:20,21:30,6시간 10분,,KE659,,85,bangkok,"최저 593,800 원"
01월 25일,9:15,13:15,6시간 0분,,KE657,,86,bangkok,"최저 593,800 원"
01월 25일,13:15,17:20,6시간 10분,,KE651,,86,bangkok,"최저 593,800 원"
01월 25일,17:20,21:30,6시간 10분,,KE659,,86,bangkok,"최저 593,800 원"
01월 26일,9:15,13:15,6시간 0분,,KE657,,87,bangkok,"최저 593,800 원"
01월 26일,13:15,17:20,6시간 10분,,KE651,,87,bangkok,"최저 593,800 원"
01월 26일,17:20,21:30,6시간 10분,,KE659,,87,bangkok,"최저 593,800 원"
01월 27일,9:15,13:15,6시간 0분,,KE657,,88,bangkok,"최저 593,800 원"
01월 27일,13:15,17:20,6시간 10분,,KE651,,88,bangkok,"최저 593,800 원"
01월 27일,17:20,21:30,6시간 10분,,KE659,,88,bangkok,"최저 593,800 원"
01월 28일,9:15,13:15,6시간 0분,,KE657,,89,bangkok,"최저 593,800 원"
01월 28일,13:15,17:20,6시간 10분,,KE651,,89,bangkok,"최저 593,800 원"
01월 28일,17:20,21:30,6시간 10분,,KE659,,89,bangkok,"최저 593,800 원"
01월 29일,9:15,13:15,6시간 0분,,KE657,,90,bangkok,"최저 593,800 원"
01월 29일,13:15,17:20,6시간 10분,,KE651,,90,bangkok,"최저 593,800 원"
01월 29일,17:20,21:30,6시간 10분,,KE659,,90,bangkok,"최저 593,800 원"
01월 30일,9:15,13:15,6시간 0분,,KE657,,91,bangkok,"최저 593,800 원"
01월 30일,13:15,17:20,6시간 10분,,KE651,,91,bangkok,"최저 593,800 원"
01월 30일,17:20,21:30,6시간 10분,,KE659,,91,bangkok,"최저 593,800 원"
01월 31일,9:30,13:15,5시간 45분,,KE657,,92,bangkok,"최저 527,800 원"
01월 31일,13:15,18:05,5시간 40분,,KE651,,92,bangkok,"최저 527,800 원"
01월 31일,18:05,21:45,6시간 5분,,KE659,,92,bangkok,"최저 527,800 원"
01월 31일,21:45,19:45,8시간 55분,"  PUS
 경유",KE1827,KE2001,92,bangkok,매진
01월 31일,19:45,23:50,10시간 15분,"  PUS
 경유",KE1823,KE2001,92,bangkok,매진
01월 31일,23:50,17:20,12시간 15분,"  PUS
 경유",KE1819,KE2001,92,bangkok,매진
01월 31일,17:20,0:15,13시간 55분,"  PUS
 경유",KE1815,KE2001,92,bangkok,매진
01월 31일,0:15,16:00,15시간 55분,"  PUS
 경유",KE1811,KE2001,92,bangkok,매진
01월 31일,16:00,0:15,17시간 15분,"  PUS
 경유",KE1809,KE2001,92,bangkok,매진
01월 31일,0:15,14:00,18시간 10분,"  PUS
 경유",KE1807,KE2001,92,bangkok,매진
01월 31일,14:00,0:15,19시간 15분,"  PUS
 경유",KE1803,KE2001,92,bangkok,매진
01월 31일,0:15,12:20,30시간 50분,"  PUS
 경유",KE1831,KE2001,92,bangkok,매진
02월 01일,9:15,13:15,6시간 0분,,KE657,,93,bangkok,"최저 593,800 원"
02월 01일,13:15,17:20,6시간 10분,,KE651,,93,bangkok,"최저 593,800 원"
02월 01일,17:20,21:30,6시간 10분,,KE659,,93,bangkok,"최저 593,800 원"
02월 02일,9:15,13:15,6시간 0분,,KE657,,94,bangkok,"최저 593,800 원"
02월 02일,13:15,17:20,6시간 10분,,KE651,,94,bangkok,"최저 593,800 원"
02월 02일,17:20,21:30,6시간 10분,,KE659,,94,bangkok,"최저 593,800 원"
02월 03일,9:15,13:15,6시간 0분,,KE657,,95,bangkok,"최저 593,800 원"
02월 03일,13:15,17:20,6시간 10분,,KE651,,95,bangkok,"최저 593,800 원"
02월 03일,17:20,21:30,6시간 10분,,KE659,,95,bangkok,"최저 593,800 원"
02월 04일,9:15,13:15,6시간 0분,,KE657,,96,bangkok,"최저 593,800 원"
02월 04일,13:15,17:20,6시간 10분,,KE651,,96,bangkok,"최저 593,800 원"
02월 04일,17:20,21:30,6시간 10분,,KE659,,96,bangkok,"최저 593,800 원"
02월 05일,9:15,13:15,6시간 0분,,KE657,,97,bangkok,"최저 593,800 원"
02월 05일,13:15,17:20,6시간 10분,,KE651,,97,bangkok,"최저 593,800 원"
02월 05일,17:20,21:30,6시간 10분,,KE659,,97,bangkok,"최저 593,800 원"
02월 06일,9:15,13:15,6시간 0분,,KE657,,98,bangkok,"최저 593,800 원"
02월 06일,13:15,17:20,6시간 10분,,KE651,,98,bangkok,"최저 593,800 원"
02월 06일,17:20,21:30,6시간 10분,,KE659,,98,bangkok,"최저 593,800 원"
02월 07일,9:15,13:15,6시간 0분,,KE657,,99,bangkok,"최저 593,800 원"
02월 07일,13:15,17:20,6시간 10분,,KE651,,99,bangkok,"최저 593,800 원"
02월 07일,17:20,21:30,6시간 10분,,KE659,,99,bangkok,"최저 593,800 원"
02월 08일,9:15,13:15,6시간 0분,,KE657,,100,bangkok,"최저 593,800 원"
02월 08일,13:15,17:20,6시간 10분,,KE651,,100,bangkok,"최저 593,800 원"
02월 08일,17:20,21:30,6시간 10분,,KE659,,100,bangkok,"최저 593,800 원"
